34,0.1266,0.2553,0.3886,0.6818,0.8523,1.0525,1.3070,1.6909,2.0322,2.4411,2.7284,3.6007
35,0.1266,0.2553,0.3885,0.6816,0.8520,1.0520,1.3062,1.6896,2.0301,2.4377,2.7238,3.5911
36,0.1266,0.2552,0.3884,0.6814,0.8517,1.0516,1.3055,1.6883,2.0281,2.4345,2.7195,3.5821
37,0.1265,0.2552,0.3883,0.6812,0.8514,1.0512,1.3049,1.6871,2.0262,2.4314,2.7154,3.5737
38,0.1265,0.2551,0.3882,0.6810,0.8512,1.0508,1.3042,1.6860,2.0244,2.4286,2.7116,3.5657
39,0.1265,0.2551,0.3882,0.6808,0.8509,1.0504,1.3036,1.6849,2.0227,2.4258,2.7079,3.5581
40,0.1265,0.2550,0.3881,0.6807,0.8507,1.0500,1.3031,1.6839,2.0211,2.4233,2.7045,3.5510
41,0.1264,0.2550,0.3880,0.6805,0.8505,1.0497,1.3025,1.6829,2.0195,2.4208,2.7012,3.5442
42,0.1264,0.2550,0.3880,0.6804,0.8503,1.0494,1.3020,1.6820,2.0181,2.4185,2.6981,3.5377
43,0.1264,0.2549,0.3879,0.6802,0.8501,1.0491,1.3016,1.6811,2.0167,2.4163,2.6951,3.5316
44,0.1264,0.2549,0.3878,0.6801,0.8499,1.0488,1.3011,1.6802,2.0154,2.4141,2.6923,3.5258
45,0.1264,0.2549,0.3878,0.6800,0.8497,1.0485,1.3006,1.6794,2.0141,2.4121,2.6896,3.5203
46,0.1264,0.2548,0.3877,0.6799,0.8495,1.0483,1.3002,1.6787,2.0129,2.4102,2.6870,3.5150
47,0.1263,0.2548,0.3877,0.6797,0.8493,1.0480,1.2998,1.6779,2.0117,2.4083,2.6846,3.5099
48,0.1263,0.2548,0.3876,0.6796,0.8492,1.0478,1.2994,1.6772,2.0106,2.4066,2.6822,3.5051
49,0.1263,0.2547,0.3876,0.6795,0.8490,1.0475,1.2991,1.6766,2.0096,2.4049,2.6800,3.5004
50,0.1263,0.2547,0.3875,0.6794,0.8489,1.0473,1.2987,1.6759,2.0086,2.4033,2.6778,3.4960
60,0.1262,0.2545,0.3872,0.6786,0.8477,1.0455,1.2958,1.6706,2.0003,2.3901,2.6603,3.4602
100,0.1260,0.2540,0.3864,0.6770,0.8452,1.0418,1.2901,1.6602,1.9840,2.3642,2.6259,3.3905
200,0.1258,0.2537,0.3859,0.6757,0.8434,1.0391,1.2858,1.6525,1.9719,2.3451,2.6006,3.3398
500,0.1257,0.2535,0.3855,0.6750,0.8423,1.0375,1.2832,1.6479,1.9647,2.3338,2.5857,3.3101
